TIME,BLINK_CNT,EAR,TIME_ELP,BLNKRATE,TIME,TIME,BLNKRATE,BLINK_CNT,,,,,,,,,,
26:31.2,1,0.23,10,6,13:26:31,13:26:31,6,1,,,,,,,,,,
26:32.9,2,0.21,11,11,13:26:33,13:26:33,11,2,,,,,,,,,,
26:33.7,3,0.23,12,15,13:26:34,13:26:34,15,3,,,,,,,,,Row Labels,Average of BLNKRATE
26:34.0,4,0.22,12,19,13:26:34,13:26:34,19,4,,,,,,,,,13:26:31,6
26:34.2,5,0.22,13,24,13:26:34,13:26:34,24,5,,,,,,,,,13:26:33,11
26:35.2,6,0.23,14,26,13:26:35,13:26:35,26,6,,,,,,,,,13:26:34,19.33333333
26:36.6,7,0.23,15,28,13:26:37,13:26:37,28,7,,,,,,,,,13:26:35,26
26:37.6,8,0.23,16,30,13:26:38,13:26:38,30,8,,,,,,,,,13:26:37,28
26:37.8,9,0.22,16,33,13:26:38,13:26:38,33,9,,,,,,,,,13:26:38,36.6
26:37.9,10,0.22,16,37,13:26:38,13:26:38,37,10,,,,,,,,,13:26:39,50.25
26:38.2,11,0.23,17,40,13:26:38,13:26:38,40,11,,,,,,,,,13:26:40,58.66666667
26:38.3,12,0.22,17,43,13:26:38,13:26:38,43,12,,,,,,,,,13:26:41,62
26:38.6,13,0.22,17,46,13:26:39,13:26:39,46,13,,,,,,,,,13:26:43,62
26:38.9,14,0.23,17,49,13:26:39,13:26:39,49,14,,,,,,,,,13:26:44,63.5
26:39.0,15,0.23,17,52,13:26:39,13:26:39,52,15,,,,,,,,,13:26:45,63
26:39.4,16,0.22,18,54,13:26:39,13:26:39,54,16,,,,,,,,,13:26:46,64.5
26:39.7,17,0.22,18,56,13:26:40,13:26:40,56,17,,,,,,,,,13:26:47,67.5
26:39.8,18,0.21,18,59,13:26:40,13:26:40,59,18,,,,,,,,,13:26:48,71.25
26:40.2,19,0.22,19,61,13:26:40,13:26:40,61,19,,,,,,,,,13:26:49,75
26:41.3,20,0.22,20,61,13:26:41,13:26:41,61,20,,,,,,,,,13:26:51,74
26:41.5,21,0.22,20,63,13:26:41,13:26:41,63,21,,,,,,,,,13:26:52,75
26:42.9,22,0.22,21,62,13:26:43,13:26:43,62,22,,,,,,,,,13:26:53,77
26:43.5,23,0.22,22,63,13:26:44,13:26:44,63,23,,,,,,,,,13:26:54,81
26:44.2,24,0.22,23,64,13:26:44,13:26:44,64,24,,,,,,,,,13:26:55,87
26:45.2,25,0.23,24,63,13:26:45,13:26:45,63,25,,,,,,,,,13:26:56,92.4
26:45.9,26,0.23,24,64,13:26:46,13:26:46,64,26,,,,,,,,,13:26:57,96.66666667
26:46.5,27,0.22,25,65,13:26:46,13:26:46,65,27,,,,,,,,,13:26:58,96
26:46.8,28,0.23,25,67,13:26:47,13:26:47,67,28,,,,,,,,,13:26:59,97.5
26:47.3,29,0.21,26,68,13:26:47,13:26:47,68,29,,,,,,,,,13:27:00,97
26:47.9,30,0.21,26,68,13:26:48,13:26:48,68,30,,,,,,,,,13:27:03,91
26:48.0,31,0.19,26,71,13:26:48,13:26:48,71,31,,,,,,,,,13:27:04,91.5
26:48.3,32,0.22,27,72,13:26:48,13:26:48,72,32,,,,,,,,,13:27:05,90
26:48.5,33,0.22,27,74,13:26:48,13:26:48,74,33,,,,,,,,,13:27:06,91
26:49.0,34,0.22,27,74,13:26:49,13:26:49,74,34,,,,,,,,,13:27:07,91.5
26:49.1,35,0.23,28,76,13:26:49,13:26:49,76,35,,,,,,,,,13:27:08,91
26:51.0,36,0.23,29,73,13:26:51,13:26:51,73,36,,,,,,,,,13:27:09,92.33333333
26:51.3,37,0.23,30,75,13:26:51,13:26:51,75,37,,,,,,,,,13:27:10,94
26:52.1,38,0.23,31,75,13:26:52,13:26:52,75,38,,,,,,,,,13:27:11,95
26:52.5,39,0.23,31,76,13:26:53,13:26:53,76,39,,,,,,,,,13:27:13,94
26:52.9,40,0.22,31,77,13:26:53,13:26:53,77,40,,,,,,,,,13:27:14,95
26:53.2,41,0.21,32,78,13:26:53,13:26:53,78,41,,,,,,,,,13:27:15,94
26:53.8,42,0.21,32,78,13:26:54,13:26:54,78,42,,,,,,,,,13:27:16,95.6
26:54.0,43,0.21,32,80,13:26:54,13:26:54,80,43,,,,,,,,,13:27:17,99.25
26:54.2,44,0.21,33,81,13:26:54,13:26:54,81,44,,,,,,,,,13:27:18,101.5
26:54.3,45,0.21,33,82,13:26:54,13:26:54,82,45,,,,,,,,,13:27:19,104.4
26:54.5,46,0.23,33,84,13:26:54,13:26:54,84,46,,,,,,,,,13:27:20,106.6666667
26:54.7,47,0.21,33,85,13:26:55,13:26:55,85,47,,,,,,,,,13:27:21,108.3333333
26:54.8,48,0.22,33,87,13:26:55,13:26:55,87,48,,,,,,,,,13:27:22,109
26:55.2,49,0.21,34,87,13:26:55,13:26:55,87,49,,,,,,,,,13:27:23,110.4
26:55.4,50,0.21,34,89,13:26:55,13:26:55,89,50,,,,,,,,,13:27:24,112.75
26:55.6,51,0.23,34,90,13:26:56,13:26:56,90,51,,,,,,,,,13:27:25,113.5
26:55.8,52,0.23,34,91,13:26:56,13:26:56,91,52,,,,,,,,,13:27:26,113
26:56.0,53,0.2,34,92,13:26:56,13:26:56,92,53,,,,,,,,,13:27:27,114
26:56.2,54,0.21,35,94,13:26:56,13:26:56,94,54,,,,,,,,,13:27:28,116.25
26:56.4,55,0.21,35,95,13:26:56,13:26:56,95,55,,,,,,,,,13:27:29,117.3333333
26:56.7,56,0.23,35,96,13:26:57,13:26:57,96,56,,,,,,,,,13:27:30,118
26:57.1,57,0.23,36,96,13:26:57,13:26:57,96,57,,,,,,,,,13:27:31,119.5
26:57.2,58,0.21,36,98,13:26:57,13:26:57,98,58,,,,,,,,,13:27:32,120.5
26:58.4,59,0.23,37,96,13:26:58,13:26:58,96,59,,,,,,,,,13:27:33,121
26:58.6,60,0.22,37,97,13:26:59,13:26:59,97,60,,,,,,,,,13:27:34,120.6666667
26:59.0,61,0.22,37,98,13:26:59,13:26:59,98,61,,,,,,,,,13:27:35,123.3333333
26:59.9,62,0.23,38,97,13:27:00,13:27:00,97,62,,,,,,,,,13:27:37,123
27:03.1,63,0.22,42,91,13:27:03,13:27:03,91,63,,,,,,,,,13:27:38,123
27:03.8,64,0.21,42,91,13:27:04,13:27:04,91,64,,,,,,,,,13:27:39,123.6666667
27:04.1,65,0.21,42,92,13:27:04,13:27:04,92,65,,,,,,,,,13:27:40,123
27:05.4,66,0.2,44,90,13:27:05,13:27:05,90,66,,,,,,,,,13:27:41,122
27:05.7,67,0.16,44,91,13:27:06,13:27:06,91,67,,,,,,,,,13:27:42,121.6666667
27:06.2,68,0.22,45,91,13:27:06,13:27:06,91,68,,,,,,,,,13:27:43,123
27:06.9,69,0.22,45,91,13:27:07,13:27:07,91,69,,,,,,,,,13:27:44,122
27:07.4,70,0.2,46,92,13:27:07,13:27:07,92,70,,,,,,,,,13:27:45,121
27:08.2,71,0.21,47,91,13:27:08,13:27:08,91,71,,,,,,,,,13:27:46,121
27:08.6,72,0.18,47,92,13:27:09,13:27:09,92,72,,,,,,,,,13:27:47,121
27:08.9,73,0.22,47,92,13:27:09,13:27:09,92,73,,,,,,,,,13:27:48,121.5
27:09.5,74,0.19,48,93,13:27:09,13:27:09,93,74,,,,,,,,,13:27:49,121.75
27:09.8,75,0.22,48,93,13:27:10,13:27:10,93,75,,,,,,,,,13:27:50,123
27:10.0,76,0.22,48,94,13:27:10,13:27:10,94,76,,,,,,,,,13:27:51,123
27:10.2,77,0.22,49,95,13:27:10,13:27:10,95,77,,,,,,,,,13:27:52,122
27:10.8,78,0.2,49,95,13:27:11,13:27:11,95,78,,,,,,,,,13:27:53,122.25
27:11.4,79,0.17,50,95,13:27:11,13:27:11,95,79,,,,,,,,,13:27:54,123.5
27:13.0,80,0.23,51,93,13:27:13,13:27:13,93,80,,,,,,,,,13:27:55,125
27:13.1,81,0.23,52,94,13:27:13,13:27:13,94,81,,,,,,,,,13:27:56,125
27:13.3,82,0.23,52,95,13:27:13,13:27:13,95,82,,,,,,,,,13:28:00,122.6
27:13.9,83,0.23,52,95,13:27:14,13:27:14,95,83,,,,,,,,,13:28:01,124
27:15.4,84,0.23,54,94,13:27:15,13:27:15,94,84,,,,,,,,,13:28:02,124.3333333
27:15.6,85,0.22,54,94,13:27:16,13:27:16,94,85,,,,,,,,,13:28:03,124
27:15.8,86,0.22,54,95,13:27:16,13:27:16,95,86,,,,,,,,,13:28:04,124
27:16.1,87,0.22,55,96,13:27:16,13:27:16,96,87,,,,,,,,,13:28:05,123.5
27:16.4,88,0.22,55,96,13:27:16,13:27:16,96,88,,,,,,,,,13:28:06,123
27:16.5,89,0.23,55,97,13:27:16,13:27:16,97,89,,,,,,,,,13:28:07,123.3333333
27:16.7,90,0.21,55,98,13:27:17,13:27:17,98,90,,,,,,,,,13:28:09,122
27:16.9,91,0.23,55,99,13:27:17,13:27:17,99,91,,,,,,,,,13:28:10,122.5
27:17.0,92,0.22,55,100,13:27:17,13:27:17,100,92,,,,,,,,,13:28:11,123
27:17.5,93,0.23,56,100,13:27:17,13:27:17,100,93,,,,,,,,,13:28:12,122.5
27:17.7,94,0.22,56,100,13:27:18,13:27:18,100,94,,,,,,,,,13:28:13,123
27:17.8,95,0.22,56,101,13:27:18,13:27:18,101,95,,,,,,,,,13:28:14,123
27:18.1,96,0.22,57,102,13:27:18,13:27:18,102,96,,,,,,,,,13:28:15,122
27:18.2,97,0.23,57,103,13:27:18,13:27:18,103,97,,,,,,,,,13:28:16,122.3333333
27:18.6,98,0.22,57,103,13:27:19,13:27:19,103,98,,,,,,,,,13:28:17,123
27:18.8,99,0.2,57,104,13:27:19,13:27:19,104,99,,,,,,,,,13:28:18,123
27:19.2,100,0.21,58,104,13:27:19,13:27:19,104,100,,,,,,,,,13:28:19,123.25
27:19.3,101,0.22,58,105,13:27:19,13:27:19,105,101,,,,,,,,,13:28:20,124
27:19.4,102,0.22,58,106,13:27:19,13:27:19,106,102,,,,,,,,,13:28:21,124
27:19.9,103,0.21,58,106,13:27:20,13:27:20,106,103,,,,,,,,,13:28:22,124.5
27:20.1,104,0.21,58,107,13:27:20,13:27:20,107,104,,,,,,,,,13:28:23,125
27:20.2,105,0.23,59,107,13:27:20,13:27:20,107,105,,,,,,,,,13:28:24,125.8
27:20.7,106,0.22,59,108,13:27:21,13:27:21,108,106,,,,,,,,,13:28:25,127
27:21.1,107,0.2,59,108,13:27:21,13:27:21,108,107,,,,,,,,,13:28:26,126
27:21.3,108,0.22,60,109,13:27:21,13:27:21,109,108,,,,,,,,,13:28:27,125.6666667
27:21.6,109,0.22,60,109,13:27:22,13:27:22,109,109,,,,,,,,,13:28:28,126
27:22.0,110,0.19,60,109,13:27:22,13:27:22,109,110,,,,,,,,,13:28:29,127
27:22.6,111,0.22,61,109,13:27:23,13:27:23,109,111,,,,,,,,,13:28:30,127
27:22.8,112,0.22,61,110,13:27:23,13:27:23,110,112,,,,,,,,,13:28:32,126
27:23.0,113,0.23,61,110,13:27:23,13:27:23,110,113,,,,,,,,,13:28:33,126
27:23.3,114,0.22,62,111,13:27:23,13:27:23,111,114,,,,,,,,,13:28:34,126
27:23.5,115,0.22,62,112,13:27:23,13:27:23,112,115,,,,,,,,,13:28:35,126
27:23.7,116,0.23,62,112,13:27:24,13:27:24,112,116,,,,,,,,,13:28:36,126
27:24.1,117,0.22,62,112,13:27:24,13:27:24,112,117,,,,,,,,,13:28:37,126
27:24.2,118,0.22,63,113,13:27:24,13:27:24,113,118,,,,,,,,,13:28:38,126
27:24.3,119,0.19,63,114,13:27:24,13:27:24,114,119,,,,,,,,,13:28:39,126.5
27:25.2,120,0.22,64,113,13:27:25,13:27:25,113,120,,,,,,,,,13:28:41,125
27:25.4,121,0.23,64,114,13:27:25,13:27:25,114,121,,,,,,,,,13:28:42,125
27:26.3,122,0.22,65,113,13:27:26,13:27:26,113,122,,,,,,,,,13:28:43,125
27:26.7,123,0.23,65,113,13:27:27,13:27:27,113,123,,,,,,,,,13:28:44,124.5
27:26.8,124,0.22,65,114,13:27:27,13:27:27,114,124,,,,,,,,,13:28:45,125
27:27.1,125,0.22,66,114,13:27:27,13:27:27,114,125,,,,,,,,,13:28:46,125.25
27:27.4,126,0.21,66,115,13:27:27,13:27:27,115,126,,,,,,,,,13:28:47,126
27:27.6,127,0.21,66,115,13:27:28,13:27:28,115,127,,,,,,,,,13:28:48,126
27:27.7,128,0.21,66,116,13:27:28,13:27:28,116,128,,,,,,,,,13:28:49,126
27:27.9,129,0.22,66,117,13:27:28,13:27:28,117,129,,,,,,,,,13:28:50,126
27:28.2,130,0.22,67,117,13:27:28,13:27:28,117,130,,,,,,,,,13:28:51,126
27:29.0,131,0.22,67,117,13:27:29,13:27:29,117,131,,,,,,,,,13:28:52,126.8333333
27:29.1,132,0.21,68,117,13:27:29,13:27:29,117,132,,,,,,,,,13:28:53,128
27:29.4,133,0.23,68,118,13:27:29,13:27:29,118,133,,,,,,,,,13:28:54,128
27:29.7,134,0.22,68,118,13:27:30,13:27:30,118,134,,,,,,,,,13:28:55,127
27:30.3,135,0.22,69,118,13:27:30,13:27:30,118,135,,,,,,,,,13:28:56,127
27:30.4,136,0.22,69,118,13:27:30,13:27:30,118,136,,,,,,,,,13:28:57,127
27:30.6,137,0.23,69,119,13:27:31,13:27:31,119,137,,,,,,,,,13:28:58,128
27:30.9,138,0.22,69,119,13:27:31,13:27:31,119,138,,,,,,,,,13:28:59,128
27:31.3,139,0.21,70,120,13:27:31,13:27:31,120,139,,,,,,,,,13:29:00,128.5
27:31.5,140,0.23,70,120,13:27:31,13:27:31,120,140,,,,,,,,,13:29:01,129.6666667
27:32.0,141,0.21,70,120,13:27:32,13:27:32,120,141,,,,,,,,,13:29:02,130
27:32.2,142,0.22,71,121,13:27:32,13:27:32,121,142,,,,,,,,,13:29:04,129.25
27:32.7,143,0.22,71,121,13:27:33,13:27:33,121,143,,,,,,,,,13:29:05,130
27:33.1,144,0.22,72,121,13:27:33,13:27:33,121,144,,,,,,,,,13:29:06,130
27:33.6,145,0.23,72,121,13:27:34,13:27:34,121,145,,,,,,,,,13:29:07,130.75
27:34.3,146,0.21,73,120,13:27:34,13:27:34,120,146,,,,,,,,,13:29:08,131.75
27:34.4,147,0.22,73,121,13:27:34,13:27:34,121,147,,,,,,,,,13:29:09,132
27:34.5,148,0.22,73,122,13:27:35,13:27:35,122,148,,,,,,,,,13:29:10,132
27:34.6,149,0.23,73,122,13:27:35,13:27:35,122,149,,,,,,,,,13:29:11,132.75
27:34.7,150,0.22,73,123,13:27:35,13:27:35,123,150,,,,,,,,,13:29:12,133
27:34.9,151,0.22,73,124,13:27:35,13:27:35,124,151,,,,,,,,,13:29:13,133
27:35.0,152,0.22,73,124,13:27:35,13:27:35,124,152,,,,,,,,,13:29:14,134
27:35.2,153,0.22,74,125,13:27:35,13:27:35,125,153,,,,,,,,,13:29:15,133
27:36.7,154,0.23,75,123,13:27:37,13:27:37,123,154,,,,,,,,,13:29:16,133.25
27:37.4,155,0.22,76,123,13:27:37,13:27:37,123,155,,,,,,,,,13:29:17,133
27:37.7,156,0.23,76,123,13:27:38,13:27:38,123,156,,,,,,,,,13:29:18,134
27:38.2,157,0.22,77,123,13:27:38,13:27:38,123,157,,,,,,,,,13:29:19,134
27:38.5,158,0.19,77,123,13:27:39,13:27:39,123,158,,,,,,,,,13:29:23,131
27:38.6,159,0.22,77,124,13:27:39,13:27:39,124,159,,,,,,,,,13:29:24,130.5
27:38.7,160,0.21,77,124,13:27:39,13:27:39,124,160,,,,,,,,,13:29:25,131
27:40.1,161,0.23,79,123,13:27:40,13:27:40,123,161,,,,,,,,,13:29:30,128
27:41.4,162,0.22,80,122,13:27:41,13:27:41,122,162,,,,,,,,,13:29:34,125
27:42.1,163,0.22,81,121,13:27:42,13:27:42,121,163,,,,,,,,,13:29:35,125
27:42.3,164,0.22,81,122,13:27:42,13:27:42,122,164,,,,,,,,,13:29:39,123
27:42.5,165,0.21,81,122,13:27:42,13:27:42,122,165,,,,,,,,,13:29:40,122
27:42.6,166,0.21,81,123,13:27:43,13:27:43,123,166,,,,,,,,,13:29:42,121
27:44.0,167,0.23,82,122,13:27:44,13:27:44,122,167,,,,,,,,,13:29:43,122
27:44.4,168,0.23,83,122,13:27:44,13:27:44,122,168,,,,,,,,,13:29:45,120
27:45.3,169,0.23,84,121,13:27:45,13:27:45,121,169,,,,,,,,,13:29:49,118.5
27:45.6,170,0.22,84,121,13:27:46,13:27:46,121,170,,,,,,,,,13:29:50,118
27:46.1,171,0.23,85,121,13:27:46,13:27:46,121,171,,,,,,,,,13:29:51,118
27:46.7,172,0.23,85,121,13:27:47,13:27:47,121,172,,,,,,,,,13:29:52,118
27:47.3,173,0.22,86,121,13:27:47,13:27:47,121,173,,,,,,,,,13:29:53,118
27:47.6,174,0.22,86,121,13:27:48,13:27:48,121,174,,,,,,,,,13:29:55,117
27:47.8,175,0.22,86,122,13:27:48,13:27:48,122,175,,,,,,,,,13:29:56,117
27:48.5,176,0.22,87,121,13:27:49,13:27:49,121,176,,,,,,,,,13:29:57,117
27:48.6,177,0.22,87,122,13:27:49,13:27:49,122,177,,,,,,,,,13:29:58,117
27:48.9,178,0.22,87,122,13:27:49,13:27:49,122,178,,,,,,,,,13:29:59,117.25
27:49.4,179,0.2,88,122,13:27:49,13:27:49,122,179,,,,,,,,,13:30:00,117
27:49.6,180,0.21,88,123,13:27:50,13:27:50,123,180,,,,,,,,,13:30:01,118
27:50.0,181,0.19,88,123,13:27:50,13:27:50,123,181,,,,,,,,,13:30:02,118
27:50.1,182,0.21,89,123,13:27:50,13:27:50,123,182,,,,,,,,,13:30:03,118
27:50.7,183,0.23,89,123,13:27:51,13:27:51,123,183,,,,,,,,,13:30:04,118
27:51.8,184,0.19,90,122,13:27:52,13:27:52,122,184,,,,,,,,,13:30:05,117
27:52.6,185,0.22,91,122,13:27:53,13:27:53,122,185,,,,,,,,,13:30:07,116.5
27:53.2,186,0.17,92,122,13:27:53,13:27:53,122,186,,,,,,,,,13:30:08,117
27:53.2,187,0.22,92,122,13:27:53,13:27:53,122,187,,,,,,,,,13:30:09,117
27:53.4,188,0.22,92,123,13:27:53,13:27:53,123,188,,,,,,,,,13:30:10,117
27:53.6,189,0.23,92,123,13:27:54,13:27:54,123,189,,,,,,,,,13:30:14,116
27:53.9,190,0.23,92,123,13:27:54,13:27:54,123,190,,,,,,,,,13:30:16,115
27:54.1,191,0.2,93,124,13:27:54,13:27:54,124,191,,,,,,,,,13:30:17,115.25
27:54.4,192,0.22,93,124,13:27:54,13:27:54,124,192,,,,,,,,,13:30:18,116
27:54.6,193,0.23,93,124,13:27:55,13:27:55,124,193,,,,,,,,,13:30:19,115
27:54.8,194,0.22,93,125,13:27:55,13:27:55,125,194,,,,,,,,,13:30:20,115.5
27:55.0,195,0.19,93,125,13:27:55,13:27:55,125,195,,,,,,,,,13:30:21,115
27:55.1,196,0.23,94,126,13:27:55,13:27:55,126,196,,,,,,,,,13:30:22,115
27:55.9,197,0.2,94,125,13:27:56,13:27:56,125,197,,,,,,,,,13:30:23,115
27:56.3,198,0.18,95,125,13:27:56,13:27:56,125,198,,,,,,,,,13:30:24,115
27:59.6,199,0.2,98,122,13:28:00,13:28:00,122,199,,,,,,,,,13:30:25,115
27:59.9,200,0.21,98,122,13:28:00,13:28:00,122,200,,,,,,,,,13:30:26,115.4
28:00.0,201,0.2,98,123,13:28:00,13:28:00,123,201,,,,,,,,,13:30:27,116
28:00.2,202,0.21,99,123,13:28:00,13:28:00,123,202,,,,,,,,,13:30:28,116.75
28:00.5,203,0.22,99,123,13:28:00,13:28:00,123,203,,,,,,,,,13:30:30,116
28:00.6,204,0.18,99,124,13:28:01,13:28:01,124,204,,,,,,,,,13:30:31,116
28:01.0,205,0.23,99,124,13:28:01,13:28:01,124,205,,,,,,,,,13:30:32,117
28:01.2,206,0.22,100,124,13:28:01,13:28:01,124,206,,,,,,,,,13:30:33,117
28:01.6,207,0.22,100,124,13:28:02,13:28:02,124,207,,,,,,,,,13:30:34,117
28:01.8,208,0.19,100,124,13:28:02,13:28:02,124,208,,,,,,,,,13:30:35,117
28:02.1,209,0.22,100,125,13:28:02,13:28:02,125,209,,,,,,,,,13:30:36,117
28:03.0,210,0.22,101,124,13:28:03,13:28:03,124,210,,,,,,,,,13:30:37,117
28:03.6,211,0.21,102,124,13:28:04,13:28:04,124,211,,,,,,,,,13:30:38,117.25
28:04.5,212,0.22,103,124,13:28:04,13:28:04,124,212,,,,,,,,,13:30:40,117
28:05.1,213,0.18,103,123,13:28:05,13:28:05,123,213,,,,,,,,,13:30:41,117
28:05.5,214,0.23,104,124,13:28:05,13:28:05,124,214,,,,,,,,,13:30:42,117
28:06.0,215,0.21,104,123,13:28:06,13:28:06,123,215,,,,,,,,,13:30:43,117
28:06.8,216,0.23,105,123,13:28:07,13:28:07,123,216,,,,,,,,,13:30:44,117
28:07.0,217,0.22,105,123,13:28:07,13:28:07,123,217,,,,,,,,,13:30:45,117
28:07.1,218,0.23,106,124,13:28:07,13:28:07,124,218,,,,,,,,,13:30:46,117.25
28:09.0,219,0.18,107,122,13:28:09,13:28:09,122,219,,,,,,,,,13:30:47,118.1666667
28:09.3,220,0.23,108,122,13:28:09,13:28:09,122,220,,,,,,,,,13:30:48,119
28:09.6,221,0.22,108,123,13:28:10,13:28:10,123,221,,,,,,,,,13:30:49,118.6666667
28:10.4,222,0.22,109,122,13:28:10,13:28:10,122,222,,,,,,,,,13:30:50,119
28:10.5,223,0.21,109,123,13:28:11,13:28:11,123,223,,,,,,,,,13:30:51,119
28:11.6,224,0.23,110,122,13:28:12,13:28:12,122,224,,,,,,,,,13:30:52,119
28:11.8,225,0.21,110,122,13:28:12,13:28:12,122,225,,,,,,,,,13:30:53,119
28:12.0,226,0.19,110,123,13:28:12,13:28:12,123,226,,,,,,,,,13:30:54,119
28:12.3,227,0.21,111,123,13:28:12,13:28:12,123,227,,,,,,,,,13:30:55,119.6666667
28:12.7,228,0.21,111,123,13:28:13,13:28:13,123,228,,,,,,,,,13:30:56,120
28:13.3,229,0.19,112,123,13:28:13,13:28:13,123,229,,,,,,,,,13:30:57,120
28:13.8,230,0.2,112,123,13:28:14,13:28:14,123,230,,,,,,,,,13:30:59,120
28:15.1,231,0.2,113,122,13:28:15,13:28:15,122,231,,,,,,,,,13:31:00,119
28:15.7,232,0.22,114,122,13:28:16,13:28:16,122,232,,,,,,,,,13:31:01,119
28:15.9,233,0.18,114,122,13:28:16,13:28:16,122,233,,,,,,,,,13:31:02,119.25
28:16.1,234,0.2,115,123,13:28:16,13:28:16,123,234,,,,,,,,,13:31:03,120
28:16.5,235,0.22,115,123,13:28:17,13:28:17,123,235,,,,,,,,,13:31:04,120
28:16.6,236,0.21,115,123,13:28:17,13:28:17,123,236,,,,,,,,,13:31:05,120
28:17.4,237,0.22,116,123,13:28:17,13:28:17,123,237,,,,,,,,,13:31:07,120
28:17.9,238,0.19,116,123,13:28:18,13:28:18,123,238,,,,,,,,,13:31:08,120
28:18.2,239,0.2,117,123,13:28:18,13:28:18,123,239,,,,,,,,,13:31:09,120
28:18.6,240,0.18,117,123,13:28:19,13:28:19,123,240,,,,,,,,,13:31:11,120
28:19.1,241,0.22,118,123,13:28:19,13:28:19,123,241,,,,,,,,,13:31:12,120
28:19.3,242,0.21,118,123,13:28:19,13:28:19,123,242,,,,,,,,,13:31:13,120.8
28:19.4,243,0.21,118,124,13:28:19,13:28:19,124,243,,,,,,,,,13:31:14,121
28:20.0,244,0.22,118,124,13:28:20,13:28:20,124,244,,,,,,,,,13:31:20,119
28:20.4,245,0.2,119,124,13:28:20,13:28:20,124,245,,,,,,,,,13:31:22,118.75
28:20.5,246,0.21,119,124,13:28:20,13:28:20,124,246,,,,,,,,,13:31:23,119.2
28:21.0,247,0.2,119,124,13:28:21,13:28:21,124,247,,,,,,,,,13:31:24,120
28:21.5,248,0.22,120,124,13:28:22,13:28:22,124,248,,,,,,,,,13:31:25,120
28:21.7,249,0.22,120,124,13:28:22,13:28:22,124,249,,,,,,,,,13:31:26,120
28:21.9,250,0.22,120,125,13:28:22,13:28:22,125,250,,,,,,,,,13:31:27,120
28:22.3,251,0.21,121,125,13:28:22,13:28:22,125,251,,,,,,,,,13:31:28,120
28:22.7,252,0.2,121,125,13:28:23,13:28:23,125,252,,,,,,,,,13:31:29,120.5
28:23.0,253,0.19,121,125,13:28:23,13:28:23,125,253,,,,,,,,,13:31:30,121
28:23.4,254,0.22,122,125,13:28:23,13:28:23,125,254,,,,,,,,,13:31:31,121
28:23.5,255,0.2,122,125,13:28:24,13:28:24,125,255,,,,,,,,,13:31:32,121
28:23.8,256,0.2,122,126,13:28:24,13:28:24,126,256,,,,,,,,,13:31:33,121
28:24.0,257,0.22,122,126,13:28:24,13:28:24,126,257,,,,,,,,,13:31:37,119.5
28:24.4,258,0.21,123,126,13:28:24,13:28:24,126,258,,,,,,,,,13:31:38,120
28:24.5,259,0.2,123,126,13:28:24,13:28:24,126,259,,,,,,,,,13:31:39,120
28:24.8,260,0.23,123,127,13:28:25,13:28:25,127,260,,,,,,,,,13:31:40,120
28:25.6,261,0.2,124,126,13:28:26,13:28:26,126,261,,,,,,,,,13:31:41,119
28:27.0,262,0.2,125,125,13:28:27,13:28:27,125,262,,,,,,,,,13:31:42,119
28:27.3,263,0.2,126,126,13:28:27,13:28:27,126,263,,,,,,,,,13:31:43,119.5
28:27.5,264,0.22,126,126,13:28:27,13:28:27,126,264,,,,,,,,,13:31:44,120
28:28.0,265,0.22,126,126,13:28:28,13:28:28,126,265,,,,,,,,,13:31:45,120.5
28:28.1,266,0.18,127,126,13:28:28,13:28:28,126,266,,,,,,,,,13:31:46,121
28:28.4,267,0.21,127,126,13:28:28,13:28:28,126,267,,,,,,,,,13:31:47,121
28:28.5,268,0.22,127,127,13:28:29,13:28:29,127,268,,,,,,,,,13:31:54,119
28:28.7,269,0.2,127,127,13:28:29,13:28:29,127,269,,,,,,,,,13:32:02,116
28:29.0,270,0.21,127,127,13:28:29,13:28:29,127,270,,,,,,,,,13:32:03,116
28:29.5,271,0.2,128,127,13:28:30,13:28:30,127,271,,,,,,,,,13:32:04,116
28:29.6,272,0.2,128,127,13:28:30,13:28:30,127,272,,,,,,,,,13:32:05,116
28:31.7,273,0.19,130,126,13:28:32,13:28:32,126,273,,,,,,,,,13:32:07,116
28:31.9,274,0.2,130,126,13:28:32,13:28:32,126,274,,,,,,,,,13:32:08,116.5
28:32.3,275,0.22,131,126,13:28:32,13:28:32,126,275,,,,,,,,,13:32:09,117
28:33.1,276,0.18,132,126,13:28:33,13:28:33,126,276,,,,,,,,,13:32:10,117
28:33.9,277,0.22,132,126,13:28:34,13:28:34,126,277,,,,,,,,,13:32:11,117
28:34.2,278,0.2,133,126,13:28:34,13:28:34,126,278,,,,,,,,,13:32:12,117
28:34.4,279,0.2,133,126,13:28:34,13:28:34,126,279,,,,,,,,,13:32:13,117
28:35.3,280,0.21,134,126,13:28:35,13:28:35,126,280,,,,,,,,,13:32:14,117
28:35.8,281,0.19,134,126,13:28:36,13:28:36,126,281,,,,,,,,,13:32:15,117
28:36.3,282,0.22,135,126,13:28:36,13:28:36,126,282,,,,,,,,,13:32:19,116
28:36.8,283,0.18,135,126,13:28:37,13:28:37,126,283,,,,,,,,,13:38:38,213.3333333
28:37.0,284,0.22,135,126,13:28:37,13:28:37,126,284,,,,,,,,,13:38:42,59
28:37.2,285,0.21,136,126,13:28:37,13:28:37,126,285,,,,,,,,,13:38:44,58
28:37.3,286,0.22,136,126,13:28:37,13:28:37,126,286,,,,,,,,,13:38:47,51
